EventID,FightID,RedCorner,RedCornerID,BlueCorner,BlueCornerID,WeightClass,Referee,Championship,FightEndRound,FightEndTime,MaxRounds,Blue_Back_Control_Time,Blue_Body_Significant_Strikes_Attempts,Blue_Body_Significant_Strikes_Landed,Blue_Body_Total_Strikes_Attempts,Blue_Body_Total_Strikes_Landed,Blue_Clinch_Body_Strikes_Attempts,Blue_Clinch_Body_Strikes_Landed,Blue_Clinch_Head_Strikes_Attempts,Blue_Clinch_Head_Strikes_Landed,Blue_Clinch_Leg_Strikes_Attempts,Blue_Clinch_Leg_Strikes_Landed,Blue_Clinch_Significant_Kicks_Attempts,Blue_Clinch_Significant_Kicks_Landed,Blue_Clinch_Significant_Punches_Attempts,Blue_Clinch_Significant_Punches_Landed,Blue_Clinch_Significant_Strikes_Attempts,Blue_Clinch_Significant_Strikes_Landed,Blue_Clinch_Time,Blue_Clinch_Total_Strikes_Attempts,Blue_Clinch_Total_Strikes_Landed,Blue_Control_Time,Blue_Distance_Body_Kicks_Attempts,Blue_Distance_Body_Kicks_Landed,Blue_Distance_Body_Punches_Attempts,Blue_Distance_Body_Punches_Landed,Blue_Distance_Body_Strikes_Attempts,Blue_Distance_Body_Strikes_Landed,Blue_Distance_Head_Kicks_Attempts,Blue_Distance_Head_Kicks_Landed,Blue_Distance_Head_Punches_Attempts,Blue_Distance_Head_Punches_Landed,Blue_Distance_Head_Strikes_Attempts,Blue_Distance_Head_Strikes_Landed,Blue_Distance_Leg_Kicks_Attempts,Blue_Distance_Leg_Kicks_Landed,Blue_Distance_Leg_Strikes_Attempts,Blue_Distance_Leg_Strikes_Landed,Blue_Distance_Strikes_Attempts,Blue_Distance_Strikes_Landed,Blue_Distance_Time,Blue_Ground_Body_Strikes_Attempts,Blue_Ground_Body_Strikes_Landed,Blue_Ground_Control_Time,Blue_Ground_Head_Strikes_Attempts,Blue_Ground_Head_Strikes_Landed,Blue_Ground_Leg_Strikes_Attempts,Blue_Ground_Leg_Strikes_Landed,Blue_Ground_Significant_Kicks_Attempts,Blue_Ground_Significant_Kicks_Landed,Blue_Ground_Significant_Punches_Attempts,Blue_Ground_Significant_Punches_Landed,Blue_Ground_Significant_Strikes_Attempts,Blue_Ground_Significant_Strikes_Landed,Blue_Ground_Time,Blue_Ground_Total_Strikes_Attempts,Blue_Ground_Total_Strikes_Landed,Blue_Guard_Control_Time,Blue_Half_Guard_Control_Time,Blue_Head_Significant_Strikes_Attempts,Blue_Head_Significant_Strikes_Landed,Blue_Head_Total_Strikes_Attempts,Blue_Head_Total_Strikes_Landed,Blue_Kicks_Attempts,Blue_Kicks_Landed,Blue_Knock_Down_Attempts,Blue_Knock_Down_Landed,Blue_Legs_Significant_Strikes_Attempts,Blue_Legs_Significant_Strikes_Landed,Blue_Legs_Total_Strikes_Attempts,Blue_Legs_Total_Strikes_Landed,Blue_Misc__Ground_Control_Time,Blue_Mount_Control_Time,Blue_Neutral_Time,Blue_Punches_Attempts,Blue_Punches_Landed,Blue_Reversals_Attempts,Blue_Reversals_Landed,Blue_Side_Control_Time,Blue_Significant_Strikes_Attempts,Blue_Significant_Strikes_Landed,Blue_Standing_Time,Blue_Standups_Attempts,Blue_Standups_Landed,Blue_Submissions_Attempts,Blue_Submissions_Landed,Blue_Takedowns_Attempts,Blue_Takedowns_Landed,Blue_Total_Strikes_Attempts,Blue_Total_Strikes_Landed,Red_Back_Control_Time,Red_Body_Significant_Strikes_Attempts,Red_Body_Significant_Strikes_Landed,Red_Body_Total_Strikes_Attempts,Red_Body_Total_Strikes_Landed,Red_Clinch_Body_Strikes_Attempts,Red_Clinch_Body_Strikes_Landed,Red_Clinch_Head_Strikes_Attempts,Red_Clinch_Head_Strikes_Landed,Red_Clinch_Leg_Strikes_Attempts,Red_Clinch_Leg_Strikes_Landed,Red_Clinch_Significant_Kicks_Attempts,Red_Clinch_Significant_Kicks_Landed,Red_Clinch_Significant_Punches_Attempts,Red_Clinch_Significant_Punches_Landed,Red_Clinch_Significant_Strikes_Attempts,Red_Clinch_Significant_Strikes_Landed,Red_Clinch_Time,Red_Clinch_Total_Strikes_Attempts,Red_Clinch_Total_Strikes_Landed,Red_Control_Time,Red_Distance_Body_Kicks_Attempts,Red_Distance_Body_Kicks_Landed,Red_Distance_Body_Punches_Attempts,Red_Distance_Body_Punches_Landed,Red_Distance_Body_Strikes_Attempts,Red_Distance_Body_Strikes_Landed,Red_Distance_Head_Kicks_Attempts,Red_Distance_Head_Kicks_Landed,Red_Distance_Head_Punches_Attempts,Red_Distance_Head_Punches_Landed,Red_Distance_Head_Strikes_Attempts,Red_Distance_Head_Strikes_Landed,Red_Distance_Leg_Kicks_Attempts,Red_Distance_Leg_Kicks_Landed,Red_Distance_Leg_Strikes_Attempts,Red_Distance_Leg_Strikes_Landed,Red_Distance_Strikes_Attempts,Red_Distance_Strikes_Landed,Red_Distance_Time,Red_Ground_Body_Strikes_Attempts,Red_Ground_Body_Strikes_Landed,Red_Ground_Control_Time,Red_Ground_Head_Strikes_Attempts,Red_Ground_Head_Strikes_Landed,Red_Ground_Leg_Strikes_Attempts,Red_Ground_Leg_Strikes_Landed,Red_Ground_Significant_Kicks_Attempts,Red_Ground_Significant_Kicks_Landed,Red_Ground_Significant_Punches_Attempts,Red_Ground_Significant_Punches_Landed,Red_Ground_Significant_Strikes_Attempts,Red_Ground_Significant_Strikes_Landed,Red_Ground_Time,Red_Ground_Total_Strikes_Attempts,Red_Ground_Total_Strikes_Landed,Red_Guard_Control_Time,Red_Half_Guard_Control_Time,Red_Head_Significant_Strikes_Attempts,Red_Head_Significant_Strikes_Landed,Red_Head_Total_Strikes_Attempts,Red_Head_Total_Strikes_Landed,Red_Kicks_Attempts,Red_Kicks_Landed,Red_Knock_Down_Attempts,Red_Knock_Down_Landed,Red_Legs_Significant_Strikes_Attempts,Red_Legs_Significant_Strikes_Landed,Red_Legs_Total_Strikes_Attempts,Red_Legs_Total_Strikes_Landed,Red_Misc__Ground_Control_Time,Red_Mount_Control_Time,Red_Neutral_Time,Red_Punches_Attempts,Red_Punches_Landed,Red_Reversals_Attempts,Red_Reversals_Landed,Red_Side_Control_Time,Red_Significant_Strikes_Attempts,Red_Significant_Strikes_Landed,Red_Standing_Time,Red_Standups_Attempts,Red_Standups_Landed,Red_Submissions_Attempts,Red_Submissions_Landed,Red_Takedowns_Attempts,Red_Takedowns_Landed,Red_Total_Strikes_Attempts,Red_Total_Strikes_Landed,Result,Method,Country,City,Venue,Date,EventStart,FightYear,EventID2,RedOdds,BlueOdds
918,7772,Rogerio Nogueira,797,Ryan Spann,2935,Light Heavyweight,Herb Dean,,1,2:11,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,47,0,0,0,0,1,1,0,0,0,0,27,8,0,0,1,1,29,10,78,0,0,47,3,3,0,0,0,0,0,0,3,3,47,3,3,0,8,30,11,30,11,0,0,0,1,1,1,1.0,1.0,4,25,83,0,0,0,0,10,32,13,83,0,0,1,0,2,1,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,24,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,24,6,24,6,0,0,0,0,0,0,0.0,0.0,0,0,83,0,0,0,0,0,24,6,83,0,1,0,0,0,0,24,6,Loss,KO/TKO,Brazil,Rio de Janeiro,Jeunesse Arena,2019-05-11,22:30:05,2019,918,,1.7407407407407407
918,7773,Irene Aldana,2843,Bethe Correia,2133,Women's Bantamweight,Eduardo Herdy,,3,3:25,3,0,32,18,32,18,0,0,1,1,0,0,0,0,0,0,1,1,18,1,1,8,0,0,0,0,32,18,0,0,0,0,140,42,0,0,23,20,195,80,777,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,141,43,141,43,0,0,0,0,23,20,23.0,20.0,0,0,787,0,0,0,0,0,196,81,795,0,0,0,0,2,0,196,81,0,17,11,17,11,3,3,0,0,0,0,0,0,0,0,3,3,18,4,4,10,0,0,0,0,14,8,0,0,0,0,223,67,0,0,6,5,243,80,777,0,0,10,1,0,0,0,0,0,0,0,1,0,10,1,0,0,0,224,67,225,68,0,0,0,0,6,5,6.0,5.0,10,0,787,0,0,0,0,0,247,83,795,0,0,1,0,0,0,248,84,Win,SUB,Brazil,Rio de Janeiro,Jeunesse Arena,2019-05-11,22:30:05,2019,918,1.2583979328165373,4.1
918,7774,Luana Carolina,3183,Priscila Cachoeira,3047,Women's Flyweight,Fernando Portella,,3,5:00,3,0,34,21,34,21,5,5,17,7,1,1,0,0,0,0,23,13,132,23,13,20,0,0,0,0,29,16,0,0,0,0,85,31,0,0,11,8,125,55,654,0,0,13,1,1,0,0,0,0,0,0,1,1,114,1,1,0,0,103,39,103,39,0,0,0,0,12,9,12.0,9.0,13,0,787,0,0,0,2,0,149,69,786,0,0,0,0,2,0,149,69,0,46,31,47,32,17,12,23,9,0,0,0,0,0,0,40,21,132,45,25,93,0,0,0,0,29,19,0,0,0,0,147,58,0,0,5,5,181,82,654,0,0,93,10,8,0,0,0,0,0,0,10,8,114,25,19,0,0,180,75,198,88,0,0,0,1,5,5,6.0,6.0,53,26,787,0,0,0,2,14,231,111,786,0,0,3,0,0,0,251,126,Win,DEC,Brazil,Rio de Janeiro,Jeunesse Arena,2019-05-11,22:30:05,2019,918,1.5681818181818183,2.55
918,7775,Thiago Alves,511,Laureano Staropoli,3210,Welterweight,Osiris Maia,,3,5:00,3,0,31,15,31,15,0,0,3,1,0,0,0,0,0,0,3,1,36,3,1,29,0,0,0,0,31,15,0,0,0,0,164,36,0,0,4,2,199,53,838,0,0,15,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,167,37,170,40,0,0,0,0,4,2,4.0,2.0,15,0,842,0,0,0,0,0,202,54,874,0,1,0,0,1,1,205,57,0,10,5,10,5,0,0,6,4,0,0,0,0,0,0,6,4,36,6,4,28,0,0,0,0,10,5,0,0,0,0,101,23,0,0,30,26,141,54,838,0,0,10,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,107,27,108,28,0,0,0,0,30,26,30.0,26.0,10,0,842,0,0,0,0,0,147,58,874,0,1,0,0,3,1,148,59,Loss,DEC,Brazil,Rio de Janeiro,Jeunesse Arena,2019-05-11,22:30:05,2019,918,1.8130081300813008,2.09
918,7776,Talita Bernardo,3005,Viviane Araujo,3296,Women's Bantamweight,Fernando Portella,,3,1:15,3,5,14,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,108,0,0,0,0,14,9,0,0,0,0,75,30,0,0,22,18,111,57,548,0,0,108,4,4,0,0,0,0,0,0,4,4,108,9,9,31,14,79,34,83,38,0,0,0,1,22,18,22.0,18.0,52,0,562,0,0,0,0,6,115,61,567,0,0,0,0,3,3,120,66,0,12,8,12,8,0,0,2,1,0,0,0,0,0,0,2,1,19,4,3,5,0,0,0,0,12,8,0,0,0,0,110,27,0,0,12,10,134,45,548,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,3,0,0,112,28,116,32,0,0,0,0,12,10,13.0,11.0,0,0,562,0,0,0,0,0,136,46,567,0,2,0,0,3,0,141,51,Loss,KO/TKO,Brazil,Rio de Janeiro,Jeunesse Arena,2019-05-11,22:30:05,2019,918,1.326797385620915,3.51
917,7778,Nordine Taleb,2227,Kyle Prepolec,3291,Welterweight,Jerin Valel,,3,4:59,3,0,30,22,31,23,1,1,1,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,29,21,0,0,0,0,112,27,0,0,10,3,151,51,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,113,27,113,27,0,0,0,0,10,3,10.0,3.0,0,0,898,0,0,0,0,0,153,52,898,0,0,0,0,2,0,154,53,0,39,27,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,0,0,0,0,123,31,0,0,37,31,199,89,898,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1,0,0,125,32,125,32,0,0,0,0,37,31,37.0,31.0,0,0,898,0,0,0,0,0,201,90,898,0,0,0,0,0,0,201,90,Win,DEC,Canada,Ottawa,Canadian Tire Centre,2019-05-04,21:02:07,2019,917,1.1984126984126984,4.9
916,7779,Jacare Souza,896,Jack Hermansson,2775,Middleweight,Dan Miragliotta,,5,5:00,5,0,36,32,64,60,20,20,8,3,1,1,0,0,0,0,29,24,150,34,29,429,0,0,0,0,16,12,0,0,0,0,301,89,0,0,22,19,339,120,882,0,0,279,4,4,0,0,0,0,0,0,4,4,468,123,107,245,0,313,96,408,175,0,0,0,0,23,20,24.0,21.0,34,0,882,0,0,0,0,0,372,148,1032,0,0,1,0,10,3,496,256,0,33,24,37,28,6,6,14,9,0,0,0,0,0,0,20,15,150,40,35,189,0,0,0,0,27,18,0,0,0,0,126,55,0,0,1,1,154,74,882,0,0,189,1,1,0,0,0,0,0,0,1,1,468,11,11,0,0,141,65,167,91,0,0,0,0,1,1,1.0,1.0,189,0,882,0,0,0,0,0,175,90,1032,0,1,0,0,3,0,205,120,Loss,DEC,USA,Sunrise,BB&T Center,2019-04-27,21:31:03,2019,916,,2.79
919,7780,Valentina Shevchenko,2731,Jessica Eye,2099,Women's Flyweight,Robert Madrigal,UFC Women's Flyweight Title,2,0:29,5,0,2,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,3,2,12,2,67,0,0,1,0,0,0,0,0,0,0,0,0,0,241,39,39,0,0,7,0,15,8,0,0,0,0,3,2,3.0,2.0,0,0,72,0,0,0,0,1,12,2,87,0,1,0,0,0,0,52,42,0,6,4,12,10,0,0,2,2,0,0,0,0,0,0,2,2,20,2,2,255,0,0,0,0,6,4,0,0,0,0,2,1,0,0,0,0,8,5,67,0,0,240,1,1,0,0,0,0,0,0,1,1,241,30,30,25,128,5,4,28,27,0,0,0,1,0,0,0.0,0.0,3,0,72,0,0,0,0,84,11,8,87,0,0,1,0,2,2,40,37,Win,KO/TKO,USA,Chicago,United Center,2019-06-08,22:15:29,2019,919,1.0766283524904214,8.75
919,7781,Tatiana Suarez,2791,Nina Ansaroff,2328,Women's Strawweight,Robert Madrigal,,3,5:00,3,0,26,15,26,15,1,1,4,3,0,0,0,0,0,0,5,4,122,8,7,0,0,0,0,0,25,14,0,0,0,0,57,23,0,0,7,2,89,39,422,0,0,0,5,5,0,0,0,0,0,0,5,5,354,8,8,0,0,66,31,72,37,0,0,0,0,7,2,7.0,2.0,0,0,429,0,0,0,0,0,99,48,544,0,3,0,0,0,0,105,54,0,29,22,38,31,7,7,0,0,0,0,0,0,0,0,7,7,122,9,9,469,0,0,0,0,15,8,0,0,0,0,57,10,0,0,28,24,100,42,422,7,7,349,28,19,0,0,0,0,0,0,35,26,354,57,44,207,15,85,29,99,39,0,0,0,0,28,24,29.0,25.0,127,0,429,0,0,0,0,0,142,75,544,0,0,0,0,13,4,166,95,Win,DEC,USA,Chicago,United Center,2019-06-08,22:15:29,2019,919,1.1324503311258278,
919,7782,Katlyn Chookagian,2785,Joanne Calderwood,2339,Women's Flyweight,Dan Miragliotta,,3,5:00,3,0,40,19,45,24,6,5,5,1,1,1,0,0,0,0,12,7,26,14,9,126,0,0,0,0,33,13,0,0,0,0,133,23,0,0,86,68,252,104,772,1,1,102,1,0,0,0,0,0,0,0,2,1,102,34,28,69,0,139,24,165,46,0,0,0,0,87,69,90.0,71.0,33,0,774,0,0,0,0,0,266,112,798,0,0,0,0,4,3,300,141,0,27,20,30,23,2,2,3,1,0,0,0,0,0,0,5,3,26,7,5,0,0,0,0,0,24,17,0,0,0,0,176,49,0,0,15,12,215,78,772,1,1,0,0,0,0,0,0,0,0,0,1,1,102,28,25,0,0,179,50,205,73,0,0,0,0,15,12,15.0,12.0,0,0,774,0,0,0,0,0,221,82,798,0,2,0,0,2,0,250,108,Win,DEC,USA,Chicago,United Center,2019-06-08,22:15:29,2019,919,1.9090909090909092,1.9803921568627452
914,7783,Max Griffin,2805,Zelim Imadaev,3254,Welterweight,George Allen,,3,5:00,3,0,22,12,25,15,11,7,12,9,1,1,0,0,0,0,24,17,391,35,28,214,0,0,0,0,11,5,0,0,0,0,108,37,0,0,7,5,126,47,352,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,3,0,0,120,46,125,50,0,0,0,0,8,6,15.0,13.0,0,0,385,0,0,0,0,0,150,64,743,0,5,0,0,1,0,165,78,88,19,16,26,22,10,9,7,1,1,1,0,0,0,0,18,11,391,40,31,291,0,0,0,0,7,5,0,0,0,0,57,22,0,0,7,7,71,34,352,2,2,145,1,0,0,0,0,0,0,0,3,2,147,10,7,0,4,65,23,84,39,0,0,0,0,8,8,11.0,11.0,45,0,385,0,0,0,0,8,92,47,743,0,0,3,0,11,6,121,72,Win,DEC,USA,Atlanta,State Farm Arena,2019-04-13,22:15:17,2019,914,2.16,1.7633587786259541
914,7784,Jalin Turner,3072,Matt Frevola,2994,Lightweight,Marc Goddard,,3,5:00,3,75,18,5,27,14,2,0,0,0,0,0,0,0,0,0,2,0,40,2,0,301,0,0,0,0,14,3,0,0,0,0,44,13,0,0,9,8,67,24,500,2,2,286,6,5,0,0,0,0,0,0,8,7,360,26,25,11,54,50,18,59,27,0,0,0,0,9,8,9.0,8.0,28,23,531,0,0,0,2,95,77,31,540,0,1,2,0,13,4,95,49,0,15,8,15,8,1,0,4,1,0,0,0,0,0,0,5,1,40,5,1,68,0,0,0,0,14,8,0,0,0,0,93,23,0,0,0,0,107,31,500,0,0,65,4,3,0,0,0,0,0,0,4,3,360,12,10,15,6,101,27,109,34,0,0,0,0,0,0,0.0,0.0,44,0,531,0,0,0,1,0,116,35,540,0,2,1,0,0,0,124,42,Loss,DEC,USA,Atlanta,State Farm Arena,2019-04-13,22:15:17,2019,914,1.6369426751592355,2.3899999999999997
913,7785,Alex Perez,2969,Mark De La Rosa,3050,Bantamweight,Bill Bookwalter,,3,5:00,3,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,34,5,5,0,0,0,0,0,0,0,0,0,0,0,61,10,0,0,9,5,70,15,437,0,0,0,12,9,0,0,0,0,0,0,12,9,429,65,54,0,0,73,19,126,64,0,0,0,0,9,5,12.0,8.0,0,0,437,0,0,0,0,0,84,26,471,0,0,0,0,0,0,140,74,0,5,2,54,50,0,0,2,1,0,0,0,0,0,0,2,1,34,19,17,463,0,0,0,0,3,0,0,0,0,0,30,5,0,0,31,21,64,26,437,2,2,429,42,31,0,0,0,0,0,0,44,33,429,137,107,218,0,74,37,123,68,0,0,0,0,31,21,43.0,32.0,211,0,437,0,0,0,0,0,110,60,471,0,0,0,0,4,2,220,150,Win,DEC,USA,Philadelphia,Wells Fargo Center,2019-03-30,19:34:44,2019,913,1.2604166666666667,
916,7786,Greg Hardy,3080,Dmitrii Smoliakov,2767,Heavyweight,Keith Peterson,,1,2:17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0.0,0.0,0,0,116,0,0,0,0,0,3,1,116,0,0,0,0,2,0,3,1,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,2,2,20,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,13,4,116,2,2,20,13,6,0,0,0,0,0,0,15,8,20,18,11,0,0,28,12,31,15,0,0,0,0,0,0,0.0,0.0,20,0,116,0,0,0,0,0,30,14,116,0,0,0,0,0,0,33,17,Win,KO/TKO,USA,Sunrise,BB&T Center,2019-04-27,21:31:03,2019,916,1.3174603174603174,3.7
921,7787,Alexander Gustafsson,1139,Anthony Smith,1843,Light Heavyweight,Marc Goddard,,4,5:00,5,206,19,11,19,11,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,226,0,0,0,0,19,11,0,0,0,0,56,14,0,0,23,19,98,44,935,0,0,226,5,5,0,0,0,0,0,0,5,5,262,8,7,0,0,62,19,65,21,0,0,0,0,23,19,23.0,19.0,20,0,935,0,0,0,0,0,104,49,935,0,0,1,0,1,0,107,51,0,21,8,21,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,0,0,0,0,21,8,0,0,0,0,75,24,0,0,51,38,147,70,935,0,0,36,3,2,0,0,0,0,0,0,3,2,262,4,3,0,0,79,26,80,27,0,0,0,0,51,38,51.0,38.0,3,0,935,0,0,0,0,33,151,72,935,0,0,0,0,3,1,152,73,Loss,SUB,Sweden,Stockholm,Ericsson Globe,2019-06-01,14:02:15,2019,921,1.2994011976047903,3.85
916,7788,Alex Oliveira,2469,Mike Perry,2813,Welterweight,"Larry Downs, Jr.",,3,5:00,3,0,8,6,10,8,1,1,17,16,1,1,0,0,0,0,19,18,74,20,19,91,0,0,0,0,6,4,0,0,0,0,57,20,0,0,9,8,72,32,735,1,1,91,16,12,2,2,0,0,0,0,19,15,91,28,24,0,81,90,48,98,56,0,0,0,0,12,11,12.0,11.0,10,0,735,0,0,0,0,0,110,65,809,0,0,0,0,1,0,120,75,0,16,7,17,8,4,4,7,2,0,0,0,0,0,0,11,6,74,13,8,74,0,0,0,0,11,3,0,0,0,0,103,28,0,0,11,11,125,42,735,1,0,0,0,0,0,0,0,0,0,0,1,0,91,1,0,0,0,110,30,110,30,0,0,0,0,11,11,12.0,12.0,0,0,735,0,0,0,0,0,137,48,809,0,0,0,0,1,0,139,50,Loss,DEC,USA,Sunrise,BB&T Center,2019-04-27,21:31:03,2019,916,1.617283950617284,2.4299999999999997
913,7789,Kevin Holland,3086,Gerald Meerschaert,2844,Middleweight,Dan Miragliotta,,3,5:00,3,0,4,3,11,10,4,3,3,1,0,0,0,0,0,0,7,4,157,21,18,535,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,4,4,127,0,0,392,2,2,0,0,0,0,0,0,2,2,616,31,22,13,82,6,4,26,15,0,0,0,0,3,3,19.0,19.0,261,36,148,0,0,0,2,0,13,10,284,0,1,4,0,11,6,56,44,15,4,4,14,14,0,0,1,0,0,0,0,0,0,0,1,0,157,17,16,217,0,0,0,0,4,4,0,0,0,0,11,2,0,0,4,4,19,10,127,0,0,217,23,17,0,0,0,0,0,0,23,17,616,62,50,0,0,35,19,79,57,0,0,0,0,4,4,5.0,5.0,176,26,148,0,0,0,2,0,43,27,284,0,3,2,0,2,1,98,76,Win,DEC,USA,Philadelphia,Wells Fargo Center,2019-03-30,19:34:44,2019,913,1.4484304932735426,2.95
913,7790,Ray Borg,2217,Casey Kenney,2922,Bantamweight,James Chappell,,3,5:00,3,22,20,19,28,27,14,14,10,4,1,1,0,0,0,0,25,19,474,36,28,349,0,0,0,0,4,3,0,0,0,0,15,3,0,0,4,3,23,9,110,2,2,151,2,2,0,0,0,0,0,0,4,4,316,9,9,0,5,27,9,34,14,0,0,0,0,5,4,6.0,5.0,124,0,115,0,0,0,3,0,52,32,584,0,5,0,0,3,2,68,46,18,11,8,14,11,8,7,11,6,0,0,0,0,0,0,19,13,474,23,17,436,0,0,0,0,2,0,0,0,0,0,11,1,0,0,1,1,14,2,110,1,1,160,1,1,0,0,0,0,0,0,2,2,316,3,3,5,0,23,8,23,8,0,0,0,0,1,1,3.0,3.0,137,0,115,0,0,0,1,0,35,17,584,0,3,0,0,10,7,40,22,Loss,DEC,USA,Philadelphia,Wells Fargo Center,2019-03-30,19:34:44,2019,913,1.4366812227074237,3.0
914,7791,Alan Jouban,2291,Dwight Grant,3093,Welterweight,George Allen,,3,5:00,3,0,8,4,8,4,1,1,0,0,0,0,0,0,0,0,1,1,23,2,2,0,0,0,0,0,7,3,0,0,0,0,88,13,0,0,26,21,121,37,867,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,88,13,89,14,0,0,0,0,26,21,26.0,21.0,0,0,874,0,0,0,0,0,122,38,890,0,0,0,0,0,0,123,39,7,6,3,7,4,1,1,3,0,0,0,0,0,0,0,4,1,23,4,1,25,0,0,0,0,4,1,0,0,0,0,68,6,0,0,17,12,89,19,867,1,1,9,6,3,0,0,0,0,0,0,7,4,9,8,5,0,0,77,9,77,9,0,0,0,0,17,12,17.0,12.0,2,0,874,0,0,0,0,0,100,24,890,0,0,0,0,2,1,101,25,Loss,DEC,USA,Atlanta,State Farm Arena,2019-04-13,22:15:17,2019,914,2.01,1.8849557522123894
914,7792,Curtis Millender,2419,Belal Muhammad,2778,Welterweight,Marc Goddard,,3,5:00,3,26,7,4,17,14,0,0,1,0,0,0,0,0,0,0,1,0,139,26,25,500,0,0,0,0,7,4,0,0,0,0,67,25,0,0,4,4,78,33,392,0,0,365,28,14,0,0,0,0,0,0,28,14,367,113,68,38,242,96,39,172,84,0,0,0,0,4,4,28.0,28.0,11,37,396,0,0,0,0,11,107,47,531,0,0,0,0,6,2,217,126,0,12,7,14,9,2,2,0,0,0,0,0,0,0,0,2,2,139,3,3,2,0,0,0,0,10,5,0,0,0,0,61,19,0,0,23,22,94,46,392,0,0,2,0,0,0,0,0,0,0,0,0,0,367,1,1,0,0,61,19,61,19,0,0,0,0,23,22,23.0,22.0,2,0,396,0,0,0,0,0,96,48,531,0,1,0,0,0,0,98,50,Loss,DEC,USA,Atlanta,State Farm Arena,2019-04-13,22:15:17,2019,914,2.29,1.6896551724137931
914,7793,Lauren Mueller,3003,Poliana Botelho,2830,Women's Flyweight,George Allen,,3,5:00,3,0,22,14,61,48,3,3,5,5,0,0,0,0,0,0,8,8,386,108,96,416,0,0,0,0,13,5,0,0,0,0,40,14,0,0,17,14,70,33,293,6,6,164,0,0,0,0,0,0,0,0,6,6,221,24,23,16,123,45,19,52,25,0,0,0,0,17,14,89.0,79.0,25,0,309,0,0,0,0,0,84,47,679,0,0,0,0,2,2,202,152,0,18,9,52,43,1,1,4,3,0,0,0,0,0,0,5,4,386,61,55,175,0,0,0,0,17,8,0,0,0,0,81,24,0,0,11,10,109,42,293,0,0,57,2,1,0,0,0,0,0,0,2,1,221,12,8,30,19,87,28,106,42,0,0,0,0,11,10,24.0,20.0,8,0,309,0,0,0,0,0,116,47,679,0,2,0,0,0,0,182,105,Loss,DEC,USA,Atlanta,State Farm Arena,2019-04-13,22:15:17,2019,914,2.41,1.6289308176100628
920,7794,Aspen Ladd,2893,Sijara Eubanks,3042,Women's Bantamweight,Keith Peterson,,3,5:00,3,0,17,16,17,16,1,1,18,11,0,0,0,0,0,0,19,12,216,20,13,139,0,0,0,0,16,15,0,0,0,0,123,45,0,0,1,1,140,61,315,0,0,82,5,4,0,0,0,0,0,0,5,4,369,8,6,25,0,146,60,150,63,0,0,0,0,1,1,1.0,1.0,57,0,369,0,0,0,0,0,164,77,531,0,0,0,0,5,2,168,80,51,9,7,13,11,3,3,15,9,2,2,0,0,0,0,20,14,216,24,18,392,0,0,0,0,6,4,0,0,0,0,75,33,0,0,1,1,82,38,315,0,0,281,21,15,2,2,0,0,0,0,23,17,369,37,29,0,82,111,57,123,67,0,0,0,0,5,5,7.0,7.0,131,17,369,0,0,0,0,0,125,69,531,0,1,3,0,4,3,143,85,Win,DEC,USA,Rochester,Blue Cross Arena,2019-05-18,21:00:03,2019,920,1.3861003861003862,3.25
